Symbol,Change_2d,Change_5d,Change_10d,Change_30d,Change_60d,Change_180d,MTD Change,YTD Change
A,0.007188323,,0.05692803,0.18722634,0.135834112,0.130619169,-0.053861785,-0.099076953
AA,-0.030663316,,0.037042311,0.151506746,0.120005653,0.011824846,-0.03571919,-0.151341005
AAL,0.090750433,,0.25218153,0.450261849,0.603839363,-0.067190267,-0.201393747,-0.342512918
AAON,-0.03155721,,-0.067847996,0.374802737,0.481611853,0.141699869,0.072786408,-0.29988104
AAP,0.001642973,,0.010405287,0.238773305,0.265060246,0.12067615,-0.010298132,-0.223479891
AAPL,0.030067015,,0.095091471,0.030836794,0.07131805,0.005304233,-0.086834272,-0.117151974
AB,-0.002441013,,0.02142666,-0.051772489,-0.066267305,-0.108448629,-0.020977188,0.023037924
ABBV,0.014373367,,-0.021349303,-0.108853413,-0.187538944,-0.10636517,0.021815039,0.213304346
ABCB,0.010126127,,0.147273064,0.197370766,0.055782543,0.078110144,-0.128367926,-0.100367569
ABEV,0.018264822,,-0.054794576,-0.150684947,-0.187214646,0.054794467,0.057971076,0.183783799
ABG,0.003887234,,0.086815624,0.190678571,-0.037091041,-0.102283807,-0.079880729,0.016170876
ABM,0.028496852,,0.090307041,0.074051746,0.011840183,0.025861472,-0.082827165,-0.021310008
ABNB,0.05349164,,0.107063077,0.078125023,0.033402442,-0.061304227,-0.096709103,-0.045430341
ABR,0.022406597,,-0.011763434,0.097150762,0.039490268,0.125038018,0.01190346,-0.098419598
ABT,0.035428892,,0.04032859,-0.010176437,-0.157819192,-0.131243813,-0.038765242,0.178995346
ACA,-0.036196282,,0.02920242,0.255582845,0.131803641,0.119565905,-0.028373836,-0.157097238
ACAD,0,,0.140197776,0.09831289,0.004072117,-0.050610867,-0.122959173,-0.063215249
ACGL,0.006993061,,0.031302114,0.015207046,0.000888021,0.182369382,-0.030352031,-0.02447214
ACHC,0.025755494,,0.029532922,0.471497158,0.54258231,1.686469818,-0.028685748,-0.265573778
ACI,-0.014445456,,-0.019571211,-0.011649581,-0.077413205,-0.124316652,0.019961889,0.101017533
ACIW,-0.001545332,,0.107784392,0.023179462,-0.008305975,-0.06258454,-0.097297265,-0.002696964
ACLS,0.041145882,,-0.048784681,0.173263952,0.20555563,0.792881934,0.051286686,-0.175611905
ACLX,0.055002956,,-0.051784682,-0.019894684,0.010532493,0.124780554,0.054612788,-0.108619136
ACM,0.01727066,,0.060076351,0.144204291,0.121741956,0.031708469,-0.05667172,-0.114301807
ACMR,-0.035529274,,-0.039970389,-0.13545521,-0.421909711,-0.378238381,0.041634537,0.789403959
ACN,0.022910946,,0.063180667,0.180298376,0.06711614,0.062152087,-0.059426087,-0.068222517
ACT,0.014803677,,0.038670775,0.019961009,-0.064159523,0.078657448,-0.037231023,0.02796741
ACVA,-0.049346833,,0.165457168,0.567489173,0.505805544,0.441944936,-0.14196761,-0.362037061
ADBE,0.003274415,,0.01129916,0.040215843,-0.06396714,0.237997488,-0.011172916,-0.024781841
ADC,0.012119591,,-0.027796081,-0.044130985,-0.105657812,-0.010243248,0.028590793,0.084969036
ADI,0.034340887,,0.095577615,-0.024428221,0.011335424,0.068955232,-0.087239474,-0.011627255
ADM,0.04050167,,-0.029605235,-0.062908939,0.038749921,0.216364471,0.030508445,-0.026442614
ADNT,0.026517803,,0.104675506,0.186322407,0.162595948,0.431960961,-0.094756791,-0.168311068
ADP,0.036075734,,0.077759506,0.049548592,-0.019115019,-0.055944823,-0.072149219,-0.000990703
ADSK,-0.009766841,,0.09312332,0.215826122,0.135977614,0.052262248,-0.085190132,-0.151300877
ADT,0.015852032,,0.081902166,-0.025099082,-0.092470313,-0.082170064,-0.075702007,0.095513797
AEE,0.006845797,,0.030279661,-0.013950558,-0.106874508,-0.154216665,-0.029389749,0.105846661
AEG,-0.01477835,,0.031198695,0.080459731,-0.024630557,-0.018062419,-0.030254785,0.033955907
AEIS,0.021598095,,0.115447924,0.09192094,0.14543791,-0.046329304,-0.103499161,-0.106359415
AEM,-0.035199373,,-0.042656865,-0.000596575,-0.161777833,-0.173013837,0.044557551,0.285896955
AEO,0.053089697,,0.139251559,0.301131428,0.412532625,0.697976899,-0.122230738,-0.30548275
AEP,0.027674034,,0.01551281,-0.034472838,-0.11286609,-0.02127522,-0.015275839,0.142869631
AER,-0.021971246,,0.058521528,-0.005852153,-0.033778243,-0.039279632,-0.055286101,0.017763894
AES,-0.017514599,,-0.033361103,-0.103419499,-0.013153627,0.506171681,0.034512477,-0.053596453
AESI,0.008586235,,0.109330276,0.235813261,0.231286502,0.154831734,-0.098555208,-0.203220293
AFG,0.011417168,,0.008223543,0.010299409,0.03048968,0.029436488,-0.008156468,-0.079692048
AFL,0.004610949,,0.030112023,-0.039811987,-0.054971344,0.011574826,-0.029231794,0.033105994
AFRM,-0.007911031,,0.371605749,0.662390405,0.182595699,-0.059012232,-0.270927524,-0.232019716
AG,-0.094616625,,-0.123980459,-0.070146867,-0.045677032,-0.00077523,0.141527048,0.116575659
AGCO,0.048748128,,-0.008993329,-0.007563354,-0.074398254,-0.076493239,0.009074943,0.049982456
AGI,-0.037578351,,-0.045511487,-0.047599218,-0.185386238,-0.136116915,0.047681545,0.298806945
AGL,-0.072727267,,-0.189610399,-0.145454534,-0.368831136,-0.083116868,0.233974374,1.026315765
AGM,0.008174374,,0.095525107,0.038042391,-0.04223432,-0.026230582,-0.087195726,-0.031023106
AGM,0.008174374,,0.095525107,0.038042391,-0.04223432,-0.026230582,-0.087195726,-0.031023106
AGM,0.008174374,,0.095525107,0.038042391,-0.04223432,-0.026230582,-0.087195726,-0.031023106
AGM,0.008174374,,0.095525107,0.038042391,-0.04223432,-0.026230582,-0.087195726,-0.031023106
AGNC,0.020957992,,0.040918147,0.000321794,-0.109063408,-0.039798483,-0.039309668,0.113883646
AGO,-0.001325149,,0.052041918,0.103722448,0.036983491,-0.034092299,-0.049467532,-0.077769135
AGYS,-0.017534534,,0.075850148,0.13655684,0.701381561,0.357199785,-0.070502522,-0.428441311
AI,0.001911998,,0.120936935,0.677342257,0.5497131,0.099426382,-0.107889152,-0.39239036
AIG,0.003552627,,0.016048086,-0.080117618,-0.136346902,-0.114162962,-0.015794612,0.121291124
AIN,-0.022380136,,0.026132362,0.077861128,0.048646437,0.141199721,-0.025466853,-0.066900067
AIR,-0.019271865,,-0.005506281,0.047109238,0.035790824,0.03456718,0.005536768,0.066905982
AIT,0.00640741,,0.1072912,0.164156586,0.079858824,-0.10143467,-0.096895198,-0.05334156
AIZ,0.006076671,,0.018768999,0.041507406,-0.028812686,-0.064775153,-0.018423213,-0.039389118
AJG,-0.011972353,,0.034824327,-0.006385973,-0.120610621,-0.090607556,-0.033652405,0.149812224
AKAM,0.043397395,,0.000371963,0.265963999,0.102665823,0.22169866,-0.000371824,-0.156821743
AL,-0.008683667,,0.095063986,0.050959859,0.029021949,-0.006897315,-0.086811352,-0.092304519
ALAB,-0.065859229,,0.125662302,0.563815233,0.963663754,-0.342165045,-0.111634103,-0.501321219
ALB,0.05119033,,0.059997258,0.033989284,0.190725209,0.198530142,-0.056601333,-0.155785355
ALC,0.00886148,,0.037577099,0.001458186,-0.064385841,0.104879398,-0.0362162,0.050182615
ALE,0.005072269,,0.009683445,-0.00165499,-0.008799016,-0.036614821,-0.009590575,0.015260438
ALG,0.004036816,,-0.05818396,0.000430604,-0.070921464,-0.040400107,0.061778477,0.001013186
ALGM,-0.002355692,,-0.124460156,-0.082449883,-0.098547322,-0.118963442,0.142152475,0.165141748
ALGN,-0.010597069,,0.132554193,0.283940896,0.284485866,0.475899217,-0.117040045,-0.207999598
ALIT,0.021558811,,0.126036439,0.109549814,0.078225252,0.186023026,-0.111929272,-0.123479367
ALK,0.034116366,,0.347501857,0.399328829,0.271066389,-0.223713649,-0.257885995,-0.171583021
ALKS,0.028604886,,0.002043302,-0.0884413,-0.180385251,-0.192644448,-0.002039135,0.191237762
ALKT,0.004629655,,0.297979792,0.484848419,0.437289613,0.269781136,-0.229571981,-0.35223555
ALL,-0.014088681,,-0.016976557,-0.079023238,-0.106616,-0.074640367,0.017269738,0.05082876
ALLE,0.050333471,,0.021832388,0.036519518,0.001984757,0.117010237,-0.021365919,-0.036118716
ALLY,0.001494745,,0.109118016,0.130044794,0.014425828,-0.030144661,-0.098382692,-0.06404342
ALNY,-0.023749678,,0.03355112,0.147943333,-0.00318342,0.111125002,-0.032461984,0.01457655
ALRM,-0.003761991,,-0.006668936,0.068741458,0.016586888,-0.055232551,0.00671371,-0.03815789
ALSN,-0.012341916,,0.043710787,0.170802466,0.117360376,-0.105620854,-0.041880172,-0.097828084
ALTM,,,,,,,,
ALTR,-0.002245375,,0.002335209,-0.008352728,-0.0097898,-0.20944854,-0.002329768,0.020438051
ALV,0.026146619,,0.043184728,-0.024432049,0.001393027,0.023467664,-0.041397009,-0.005011208
ALVO,-0.010175819,,0.050878743,0.179463414,0.250693796,0,-0.048415427,-0.182917552
AM,-0.008303754,,0.005338087,-0.04151843,-0.095501882,-0.153829076,-0.005309743,0.133426598
AMAT,0.020409551,,0.075379287,0.246601393,0.16508288,0.276248121,-0.070095536,-0.09408737
AMBA,-0.013704158,,0.2380089,0.547763094,0.524989919,0.07658201,-0.192251364,-0.317844372
AMBP,0.014184384,,0.01773048,-0.060283632,-0.049645344,0.280141837,-0.017421587,-0.063122943
AMCR,0.026000023,,0.011999989,-0.008452702,-0.070671368,0.071933079,-0.011857696,0.076045615
AMD,-0.001343581,,0.032038016,0.141794139,0.199255874,0.574100808,-0.031043445,-0.198940298
AME,0.002851361,,0.058369688,0.039751764,-0.015151553,-0.066372746,-0.055150567,-0.007766526
AMED,-0.00065151,,-0.000977265,-0.00065151,-0.002063143,0.052340184,0.000978221,0.014318707
AMG,-0.034764744,,0.066346304,0.097738534,0.103854716,0.056303712,-0.062218347,-0.133520352
AMGN,0.02656079,,-0.033961606,-0.082983233,-0.184269165,0.025962956,0.035155545,0.233372894
AMH,0.011235998,,0.039606739,-0.007022472,-0.008988756,0.147144881,-0.038097809,-0.048637087
AMKR,0.030681236,,0.097243936,0.266770733,0.330213236,0.565545447,-0.088625631,-0.251459745
AMN,0.01035675,,-0.0287687,-0.044495583,0.030686657,0.808208667,0.029620853,0.089882927
AMP,0.004853064,,0.123941014,0.106955352,0.075334148,-0.083990595,-0.110273593,-0.099661446
AMPH,0.039517012,,0.040248825,0.178558331,0.330406173,0.75960484,-0.038691536,-0.26393754
AMR,-0.0355251,,-0.028744913,0.295783643,0.247757629,0.488170154,0.029595637,-0.292474516
AMRX,-0.015837143,,-0.019230778,-0.10067877,-0.098416329,-0.024886908,0.019607852,0.116161625
AMT,0.015683137,,-0.019830316,-0.094861255,-0.173133722,0.118754883,0.020231513,0.14377621
AMTD,-0.009708729,,0,0.038835031,0.029126187,0.27184464,0,-0.141666725
AMX,0.010359156,,-0.017265194,0.004143676,-0.051795582,0.145709322,0.017568518,0.011879743
AMZN,-0.01042781,,0.079810788,0.185919954,0.11368842,-0.051375915,-0.073911827,-0.103924532
AN,-0.000303122,,0.105540663,0.167798203,0.035584353,0.012124151,-0.095465202,-0.028732865
ANDE,0.023151417,,0.010630686,-0.037562015,-0.002598644,0.121872138,-0.010518863,0.049721042
ANET,-0.019840765,,0.175913134,0.519398553,0.444963987,0.136610711,-0.149597048,-0.284085786
ANF,-0.006608264,,0.308806642,0.438429266,1.04498657,0.806964011,-0.235945198,-0.473539829
ANSS,-0.005150437,,0.040236032,0.067549056,0.054470012,-0.005774677,-0.038679714,-0.050306827
AON,-0.00187622,,0.023465265,-0.035372954,-0.125656631,-0.131410417,-0.022927271,0.112985817
AOS,0.037252272,,-0.009387532,-0.020563213,0.001916841,0.180296199,0.009476493,-0.011131658
APA,-0.009375016,,0.078124997,0.197395774,0.220323395,0.221439094,-0.072463765,-0.159606218
APAM,0.061731568,,0.059473095,0.084134037,-0.008826454,-0.023916382,-0.056134597,-0.045465672
APD,0.018887564,,0.060621337,0.041834413,-0.016774021,-0.058248464,-0.057156437,0.034030589
APG,-0.012362658,,0.078846121,0.065109858,-0.020055036,-0.053021984,-0.073083751,0.011954415
APGE,-0.067792389,,-0.219269924,-0.02284584,0.019369227,0.27588777,0.28085241,-0.111037503
APH,0.00243351,,0.080467215,0.164828095,0.138870825,0.026530341,-0.074474462,-0.112454973
APLE,0.035036533,,0.081021943,0.112104,0.052930596,0.006840769,-0.074949398,-0.097911018
APLS,-0.014890324,,-0.014498465,0.123824443,0.075235111,0.474137863,0.014711763,-0.200250687
APO,-0.033813802,,0.144533096,0.239908134,0.188070135,-0.127879582,-0.126281273,-0.208089486
APP,-0.076350121,,0.26373362,0.491309665,0.235567966,-0.563237129,-0.208693997,-0.204026741
APPF,0.005362277,,0.000186484,0.040193952,0.136668827,0.053063458,-0.000186449,-0.130755489
APPN,0.014935306,,0.077663529,0.126120188,0.117822809,0.090939258,-0.072066584,-0.086416022
APTV,0.018199046,,0.030542873,0.012501993,-0.060769113,0.091153639,-0.029637654,0.044808186
AQN,0.038216524,,0.014862032,-0.029723963,-0.08917199,0.137035506,-0.014644387,0.05842702
AR,-0.032626937,,0.023424432,0.116006686,0.068600085,-0.26129394,-0.022888287,0.023109883
ARCB,0.011727814,,0.074185118,0.262375631,0.26850422,0.412643383,-0.069061763,-0.213190552
ARCC,0.026989942,,0.069533326,0.04620312,0.005489429,-0.088418346,-0.065012772,-0.001370433
ARCO,0.01410252,,-0.019230781,0.03974352,-0.035897462,0.079367342,0.019607855,0.071428567
ARE,0.029213273,,0.030119931,-0.037876444,-0.043114727,0.223151382,-0.029239247,0.017631917
ARES,-0.012376681,,0.195301091,0.328438592,0.223970352,0.019008989,-0.163390707,-0.192170844
ARGX,-0.016246563,,0.076219339,0.113743294,0.130644553,-0.07308372,-0.07082138,-0.056211394
ARHS,0.003355782,,0.064877059,0.438478776,0.217002307,0.392617494,-0.060924459,-0.048936176
ARLP,0.000403321,,0.058491279,0.064138692,0.069373322,-0.100352617,-0.055259103,-0.032860177
ARM,0.043860431,,0.181182213,0.44264059,0.260113088,0.321822567,-0.15339057,-0.09622246
ARMK,0.012030994,,0.06130047,0.075909526,0.055232577,0.088694935,-0.057759769,-0.061739469
AROC,-0.055694106,,0.127182105,0.181491758,0.074571308,-0.207179844,-0.112831906,-0.026773215
ARRY,0.017543881,,-0.157894701,0.149920265,0.025518317,0.087719329,0.187499949,0.038079474
ARVN,1.115662538,,1.132530163,1.285542033,1.243373544,2.018072128,-0.531073456,-0.567031812
ARW,0.027719306,,0.032976456,0.03039572,0.070063028,0.188587222,-0.031923725,-0.075141441
ARWR,0.009960134,,0.255644045,0.322709132,0.227755595,0.426958776,-0.203595952,-0.198936115
AS,-0.04299064,,0.117383155,0.144299088,0.154766332,-0.457570085,-0.105051839,-0.043276077
ASAN,0.319620241,,0.522942997,0.854430372,0.521360682,-0.041139276,-0.343376606,-0.376418349
ASB,0.018518581,,0.169040905,0.170922623,0.094241048,-0.007999091,-0.144597939,-0.110596579
ASGN,0.004771209,,-0.054448565,0.125596361,0.206988487,0.301150694,0.057583928,-0.144948341
ASH,0.001571506,,0.061987065,0.110154295,0.195497338,0.496134114,-0.058368945,-0.193259951
ASML,-0.010286777,,0.027339497,0.0780487,0.070703099,0.180031465,-0.02661194,-0.004140929
ASND,-0.051157124,,0.075190528,-0.179496025,-0.112888841,-0.181350016,-0.069932283,0.057819473
ASO,0.08080382,,0.060068436,0.129970115,0.23343314,0.25675221,-0.056664678,-0.186859034
ASR,-0.001754776,,0.056034293,0.065704717,0.007876736,0.102710061,-0.053061054,-0.004580183
ASTH,0.021631159,,-0.100000054,0.302482218,0.045390026,0.931560275,0.111111178,-0.105613697
ASX,0.010559601,,0.069693752,0.085533204,0.107708498,0.020063313,-0.065152995,-0.059582865
ATAT,-0.051712769,,0.011528276,-0.081027699,-0.167984199,-0.367192498,-0.01139689,0.129044303
ATEC,-0.028140677,,0.25929648,0.090452321,0.002010096,-0.438190929,-0.205905824,0.083877939
ATGE,-0.040358811,,0.092355259,0.151718968,-0.021353832,-0.222079887,-0.084546907,0.030930162
ATHM,0.012781738,,-0.03329969,-0.058190366,-0.146989539,-0.122408864,0.034446756,0.145664689
ATI,-0.016188093,,0.120832541,0.218153784,0.06166893,0.190402798,-0.10780606,-0.057231131
ATKR,0.045788174,,-0.018825787,0.10296031,0.299917364,0.366844,0.019186997,-0.245562063
ATMU,0.01347709,,0.071368053,0.095325793,0.053601743,-0.050177461,-0.066613946,-0.051843756
ATO,0.008475679,,0.023341862,-0.04845892,-0.083503121,-0.089282389,-0.022809447,0.073640128
ATR,0.018121631,,-0.007708428,-0.031171821,0.034634738,0.023990007,0.007768309,-0.055931201
ATS,0.032169467,,0.141231872,0.142408831,0.06120045,0.008630809,-0.12375388,-0.163713906
AU,-0.04518544,,-0.081645398,0.047055105,-0.190402013,-0.108444984,0.088904001,0.390381294
AUB,0.011919673,,0.118883284,0.189068212,0.086792681,0.163389962,-0.10625173,-0.15079076
AUR,0.005533648,,0.149407146,0.233201648,0.105138337,-0.201580973,-0.129986269,0.003968193
AVA,0.008903548,,0.016789616,-0.076724612,-0.115905948,-0.043737817,-0.01651238,0.086944314
AVAL,-0.027397315,,-0.020548007,-0.065068511,-0.255741642,-0.31648306,0.020979085,0.442901654
AVAV,-0.005241948,,0.206612864,0.468951564,0.330887087,0.549274198,-0.171233765,-0.194229641
AVB,0.016107789,,0.062177093,0.029679684,-0.010190655,0.085639756,-0.058537407,-0.031958898
AVDX,0.018840596,,0.101449246,0.472463726,0.395652171,0.114492747,-0.092105239,-0.332688589
AVGO,-0.029670154,,0.049134602,0.236466925,0.18002,-0.12308045,-0.046833459,-0.180081093
AVNT,0.009438676,,0.062344815,0.043715902,-0.052160918,0.163852625,-0.058686044,-0.014684344
AVT,0.033555661,,0.046200214,0.03170993,0.06462366,0.042055169,-0.044160012,-0.076679058
AVTR,0.020673383,,-0.013585324,0.122858824,0.279385674,0.587714039,0.013772427,-0.196487871
AVY,0.035359481,,0.038344665,0.003709203,0.021165038,0.206875899,-0.036928648,-0.032605564
AWI,0.01773973,,0.083820777,0.068444332,-0.005263306,-0.105384749,-0.077338227,0.003157244
AWK,0.040995644,,-0.052011377,-0.141671848,-0.160756771,0.020569951,0.05486498,0.159293906
AWR,0.011617742,,-0.04384762,-0.08983576,-0.120621438,0.026069368,0.045858402,0.036501298
AX,0.005772941,,0.071199525,0.15105834,0.069595835,0.013470176,-0.066467099,-0.10722975
AXON,-0.021247915,,0.003436878,0.287122051,0.082333253,-0.27918507,-0.003425106,-0.113878032
AXP,0.023219421,,0.178432954,0.214847921,0.148439596,0.009119604,-0.151415448,-0.137469398
AXS,0.002626455,,0.060188227,0.0019698,-0.063908913,-0.158939713,-0.056771265,0.031144148
AXSM,-0.006025115,,0.067280342,0.063430978,-0.330125497,-0.216150643,-0.063039053,0.412362595
AXTA,-0.010306198,,0.066254419,0.106007137,-0.006478133,0.024734987,-0.062137533,-0.007597958
AYI,-0.001492236,,0.108487291,0.194217496,0.138235015,-0.038306877,-0.097869675,-0.081959568
AZEK,0.006736443,,0.168912084,0.246756461,0.117514942,0.097305328,-0.144503668,-0.155677253
AZN,0.023572199,,0.026535578,-0.035065105,-0.110097901,0.039436284,-0.025849642,0.149273914
AZO,0.035747597,,-0.019577518,-0.037950903,-0.087415358,-0.123331322,0.019968451,0.112667086
AZPN,-0.00011349,,0.003480549,0.004426336,-0.056633703,-0.147996753,-0.003468477,0.058887078
AZTA,0.070901062,,0.073855246,0.169620866,0.272772086,0.194485518,-0.068775793,-0.187600021
AZZ,-0.030393456,,0.062223663,0.078138809,-0.076317974,-0.135198128,-0.058578683,0.106676042
BA,-0.038361702,,0.133519458,0.171946033,0.116448155,0.017590593,-0.117791942,-0.129604534
BABA,-0.046612076,,-0.046827863,-0.199251933,-0.420730857,-0.390807079,0.049128443,0.639580172
BAC,0.005554184,,0.156548779,0.170848837,0.131711931,-0.035719376,-0.135358561,-0.093061058
BAH,0.023627758,,-0.036168696,0.158690712,0.198218172,0.415321313,0.037525961,-0.140980366
BAK,-0.016528975,,0.016528909,0.250688655,0.027548182,0.920110075,-0.016260147,-0.059585437
BALL,0.03173389,,0.003440957,-0.041122596,-0.009509104,0.252875626,-0.003429158,-0.047536449
BAM,0.003853571,,0.211303852,0.222894456,0.106064185,-0.053624632,-0.174443309,-0.131263458
BANC,-0.027067715,,0.118045088,0.214285668,0.117293191,0.062031064,-0.105581688,-0.139715384
BANF,-0.001567526,,0.100599391,0.108252705,0.022406642,-0.042339518,-0.091404186,-0.074500797
BAP,-0.003922689,,0.011160245,0.055303837,-0.004861905,-0.045636509,-0.011037068,-0.012655505
BATRA,0.00846861,,0.038108746,0.030816312,-0.078569755,0.026582007,-0.036709783,0.041911743
BATRK,0.008429068,,0.031162129,0.020178725,-0.077905567,0.043167268,-0.030220397,0.023261977
BAX,0.019804824,,-0.03737797,-0.144748135,-0.183333028,0.096956627,0.038829331,0.235407228
BBAR,-0.012048249,,0.076305215,0.18875496,0.343660337,-0.349397593,-0.070895517,-0.085519371
BBD,0,,-0.024999976,0.054999948,-0.060000002,0.342196703,0.025641001,0.075151528
BBIO,-0.029066188,,0.079158978,-0.017934444,-0.100803965,-0.190476185,-0.073352472,0.178571411
BBVA,-0.001455568,,-0.037117921,-0.135371156,-0.264192152,-0.273429606,0.038548771,0.413580185
BBWI,0.022147646,,0.215771828,0.184701246,0.215754546,-0.097349029,-0.177477239,-0.227534736
BBY,0.05399627,,0.201684096,0.177091687,0.112937677,0.289505748,-0.167834538,-0.127972063
BC,0.021935971,,0.059366294,0.133542367,0.095504043,0.3612883,-0.05603944,-0.105807165
BCC,0.011938757,,0.057755139,0.255286625,0.180128292,0.381637262,-0.054601615,-0.173879237
BCE,0.016142034,,-0.0669895,-0.09160615,-0.07344639,0.360852417,0.071799299,0.069025037
BCH,-0.011532719,,-0.036086285,-0.035714253,-0.164434532,-0.070312479,0.037437257,0.185185132
BCO,0.004124663,,0.077451905,0.06003664,0.029507698,0.266276013,-0.071884327,-0.056722645
BCPC,0.008215127,,0.028546111,-0.05797871,-0.088534255,0.010199851,-0.027753846,0.038036791
BCS,-0.020529829,,0.049006606,-0.025271611,-0.174278861,-0.236094008,-0.046717157,0.15638698
BDC,-0.010086236,,0.077457852,0.116823345,0.11349389,0.008599281,-0.071889449,-0.093153342
BDX,0.011248439,,-0.001831028,0.015961079,0.034195644,0.031553713,0.001834386,-0.004082958
BE,-0.095199966,,-0.039199982,0.015599976,-0.056800003,-0.592000008,0.040799314,0.125619137
BEAM,-0.02744654,,-0.002839325,0.005867832,-0.00094649,-0.00435365,0.002847409,0.065121037
BECN,-0.005287494,,-0.031305105,-0.004867829,-0.14309696,-0.299370522,0.032316786,0.172967113
BEKE,-0.040563653,,-0.049103314,-0.188300591,-0.299743827,-0.428266426,0.051638958,0.271444081
BEN,0.020897035,,0.032110048,0.033129439,-0.025484199,-0.016328342,-0.03111107,-0.033021195
BEP,0.010503272,,-0.014879656,-0.030196959,-0.013129153,0.145295389,0.015104405,0.00263271
BEPC,0.010954112,,-0.01590102,-0.05491176,-0.060140996,0.03447644,0.016157948,0.037062598
BERY,0.016894709,,0.003350989,-0.026678592,-0.091325724,-0.167004638,-0.003339798,0.112246351
BF,,,,,,,,
BFAM,0.016110576,,0.060353328,0.002862271,-0.066323198,0.150474273,-0.05691813,0.103112318
BG,0.025534119,,-0.002956608,-0.079519901,0.080991745,0.286344359,0.002965376,-0.033761541
BGC,0,,0.156872614,0.07624213,0.106624698,0.118434737,-0.135600594,-0.055457707
BHC,0,,0.062857151,-0.097142833,0.125714302,-0.097142833,-0.059139792,-0.131513693
BHF,-0.053618309,,0.111923532,0.105736771,-0.142482161,-0.199475054,-0.10065758,0.110324711
BHP,-0.003414989,,-0.026114891,0.020891943,-0.02490956,0.062474903,0.026815166,0.01945519
BHVN,-0.060523655,,0.264195869,0.300578041,0.248554961,0.294797757,-0.208983335,-0.21258364
BIDU,-0.019900549,,-0.08489472,-0.006562959,-0.180374729,-0.11453371,0.09277044,0.120507697
BIIB,0.049074223,,-0.021996405,-0.007796257,0.035918165,0.361756925,0.022491129,-0.060554503
BILI,-0.042160781,,-0.106719379,-0.194554248,-0.298638562,-0.348704452,0.119469041,0.257316383
BILL,-0.01802206,,0.24352335,0.46361798,0.87429597,0.169407537,-0.195833356,-0.475976864
BIO,-0.012947692,,0.056372294,0.303015874,0.361499572,0.29962953,-0.05336404,-0.23591371
BIO,-0.012947692,,0.056372294,0.303015874,0.361499572,0.29962953,-0.05336404,-0.23591371
BIO,-0.012947692,,0.056372294,0.303015874,0.361499572,0.29962953,-0.05336404,-0.23591371
BIO,-0.012947692,,0.056372294,0.303015874,0.361499572,0.29962953,-0.05336404,-0.23591371
BIP,-0.00212538,,0.123627341,0.180658958,0.116896961,0.175699581,-0.110025216,-0.111984941
BIPC,0.004454445,,0.114699414,0.132515071,0.047686692,0.138407355,-0.102897169,-0.092512666
BIRK,-0.030525907,,0.102495507,0.258466983,0.261140756,0.030303043,-0.092966825,-0.207906792
BJ,0.034427078,,-0.092164234,-0.046978643,-0.134211952,-0.26958938,0.101520823,0.24834922
BK,0.039358355,,0.097470618,0.049105436,-0.074561256,-0.162186425,-0.088813875,0.060737735
BKE,0.03597506,,0.083310736,0.192047559,0.289065924,0.114471457,-0.076903822,-0.229893544
BKH,-0.000663035,,0.01408915,-0.022148639,-0.086552083,-0.018007735,-0.013893404,0.042746813
BKNG,0.022423715,,0.149846946,0.12634346,0.086472597,-0.100002815,-0.130319036,-0.121988805
BKR,-0.016487423,,0.065471966,0.127359666,0.028677045,-0.210189827,-0.061448793,0.025207598
BKU,-0.033590143,,0.158089397,0.242835158,0.136209494,0.093041111,-0.136508803,-0.143415391
BL,0.008324694,,0.005202914,0.340478766,0.158376706,0.040790824,-0.005175984,-0.209183664
BLCO,0.023824848,,0.030264023,0.045717968,0.14359308,0.00128786,-0.029375017,-0.140088583
BLD,0.03807348,,0.030505876,0.112572314,0.054251327,0.299912487,-0.029602816,-0.045031121
BLDR,0.042923091,,0.069153888,0.197846163,0.076615436,0.410000023,-0.064680949,-0.090463817
BLK,0.005371459,,0.068215673,0.076704291,0.044027952,-0.037116283,-0.063859457,-0.107081643
BLKB,-0.006713366,,-0.013874389,0.189915017,0.113083723,0.264657589,0.014069596,-0.093208869
BLMN,0.057471375,,0.060864264,0.337955658,0.294978159,0.858820243,-0.057372338,-0.275851988
BMA,-0.017397767,,0.026586598,0.168831148,0.394756095,-0.169811323,-0.025898056,-0.156469606
BMI,0.013408221,,0.018103517,0.041424153,0.003439967,0.008831913,-0.017781607,-0.02447586
BMO,0.025301876,,0.079475062,0.043149613,0.022992152,-0.112492198,-0.073623806,-0.018547172
BMRN,0.021847084,,0.009504977,-0.099162975,-0.044119743,0.204426218,-0.009415483,0.072417378
BMY,0.026012068,,-0.030726702,-0.097219959,-0.092342654,-0.218733668,0.031700762,0.099521555
BN,0.009422562,,0.161587758,0.190858064,0.100841994,-0.01157395,-0.139109385,-0.131766747
BNL,0.002364008,,-0.004137098,-0.091016546,-0.101654862,0.064950857,0.004154284,0.066834832
BNS,0.005891071,,0.044182671,0.064801218,0.079528775,0.079094094,-0.042313162,-0.115227146
BNTX,0.070738887,,0.147677598,0.171562124,0.248602492,0.254192523,-0.12867516,-0.136551101
BOH,0.017671555,,0.072468149,0.084903134,-0.009058972,-0.069344901,-0.067571376,-0.045394855
BOKF,0.003034932,,0.102276184,0.107578092,0.051816749,0.031163588,-0.09278635,-0.066679984
BOOT,0.016054416,,0.205850505,0.360681528,0.537870593,0.522210233,-0.170709805,-0.33124757
